[2026-07-04T14:34:48.366+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-07-04T14:34:48.425+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake_ecommerce.load_snowflake scheduled__2026-07-04T14:28:00+00:00 [queued]>
[2026-07-04T14:34:48.438+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake_ecommerce.load_snowflake scheduled__2026-07-04T14:28:00+00:00 [queued]>
[2026-07-04T14:34:48.440+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2026-07-04T14:39:03.206+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190557235739.parquet -> @customers stage
[2026-07-04T14:39:03.617+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190557322343.parquet -> @customers stage
[2026-07-04T14:39:04.026+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190557415782.parquet -> @customers stage
[2026-07-04T14:39:04.436+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190557512593.parquet -> @customers stage
[2026-07-04T14:39:04.792+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190557597119.parquet -> @customers stage
[2026-07-04T14:39:05.153+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190557690572.parquet -> @customers stage
[2026-07-04T14:39:05.563+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190557790451.parquet -> @customers stage
[2026-07-04T14:39:05.920+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190557884076.parquet -> @customers stage
[2026-07-04T14:39:06.278+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190557952718.parquet -> @customers stage
[2026-07-04T14:39:06.688+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190558043136.parquet -> @customers stage
[2026-07-04T14:39:07.098+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190558136663.parquet -> @customers stage
[2026-07-04T14:39:07.508+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190558241585.parquet -> @customers stage
[2026-07-04T14:39:07.914+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190558350426.parquet -> @customers stage
[2026-07-04T14:39:08.331+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190558444960.parquet -> @customers stage
[2026-07-04T14:39:08.733+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190558539041.parquet -> @customers stage
[2026-07-04T14:39:09.092+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190558630829.parquet -> @customers stage
[2026-07-04T14:39:09.440+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190558717625.parquet -> @customers stage
[2026-07-04T14:39:09.868+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190558792850.parquet -> @customers stage
[2026-07-04T14:39:10.272+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190558901725.parquet -> @customers stage
[2026-07-04T14:39:10.680+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190559015858.parquet -> @customers stage
[2026-07-04T14:39:11.088+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190559103649.parquet -> @customers stage
[2026-07-04T14:39:11.499+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190559196766.parquet -> @customers stage
[2026-07-04T14:39:11.924+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190559293720.parquet -> @customers stage
[2026-07-04T14:39:12.318+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190559374608.parquet -> @customers stage
[2026-07-04T14:39:12.726+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190559468836.parquet -> @customers stage
[2026-07-04T14:39:13.137+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190559580870.parquet -> @customers stage
[2026-07-04T14:39:13.546+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190559682140.parquet -> @customers stage
[2026-07-04T14:39:13.948+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190559763988.parquet -> @customers stage
[2026-07-04T14:39:14.365+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190559852149.parquet -> @customers stage
[2026-07-04T14:39:14.723+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190559937093.parquet -> @customers stage
[2026-07-04T14:39:15.187+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190600058927.parquet -> @customers stage
[2026-07-04T14:39:15.593+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190600150855.parquet -> @customers stage
[2026-07-04T14:39:16.011+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190600259701.parquet -> @customers stage
[2026-07-04T14:39:16.421+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190600371122.parquet -> @customers stage
[2026-07-04T14:39:16.831+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190600449337.parquet -> @customers stage
[2026-07-04T14:39:17.236+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190600552087.parquet -> @customers stage
[2026-07-04T14:39:17.745+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190600644467.parquet -> @customers stage
[2026-07-04T14:39:18.090+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190600737678.parquet -> @customers stage
[2026-07-04T14:39:18.462+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190600838623.parquet -> @customers stage
[2026-07-04T14:39:18.844+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190600920539.parquet -> @customers stage
[2026-07-04T14:39:19.290+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190601010696.parquet -> @customers stage
[2026-07-04T14:39:19.690+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190601088803.parquet -> @customers stage
[2026-07-04T14:39:20.107+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190601188047.parquet -> @customers stage
[2026-07-04T14:39:20.520+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190601264029.parquet -> @customers stage
[2026-07-04T14:39:20.928+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190601380956.parquet -> @customers stage
[2026-07-04T14:39:21.336+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190601476373.parquet -> @customers stage
[2026-07-04T14:39:21.748+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190601577554.parquet -> @customers stage
[2026-07-04T14:39:22.156+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190601685124.parquet -> @customers stage
[2026-07-04T14:39:22.567+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190601764878.parquet -> @customers stage
[2026-07-04T14:39:22.973+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190601852702.parquet -> @customers stage
[2026-07-04T14:39:23.386+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190601940269.parquet -> @customers stage
[2026-07-04T14:39:23.794+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190602033750.parquet -> @customers stage
[2026-07-04T14:39:24.198+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190602126486.parquet -> @customers stage
[2026-07-04T14:39:24.617+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190602227982.parquet -> @customers stage
[2026-07-04T14:39:25.024+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190602332080.parquet -> @customers stage
[2026-07-04T14:39:25.434+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190602407815.parquet -> @customers stage
[2026-07-04T14:39:25.839+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190602507554.parquet -> @customers stage
[2026-07-04T14:39:26.245+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190602606187.parquet -> @customers stage
[2026-07-04T14:39:26.765+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190602713957.parquet -> @customers stage
[2026-07-04T14:39:27.172+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190602803821.parquet -> @customers stage
[2026-07-04T14:39:27.589+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190602892941.parquet -> @customers stage
[2026-07-04T14:39:27.990+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190602976217.parquet -> @customers stage
[2026-07-04T14:39:28.396+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190603061176.parquet -> @customers stage
[2026-07-04T14:39:28.812+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190603164697.parquet -> @customers stage
[2026-07-04T14:39:29.221+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190603285424.parquet -> @customers stage
[2026-07-04T14:39:29.633+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190603398352.parquet -> @customers stage
[2026-07-04T14:39:30.036+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190603488359.parquet -> @customers stage
[2026-07-04T14:39:30.445+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190603597418.parquet -> @customers stage
[2026-07-04T14:39:30.855+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190603692834.parquet -> @customers stage
[2026-07-04T14:39:31.265+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190603796704.parquet -> @customers stage
[2026-07-04T14:39:31.680+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190603881793.parquet -> @customers stage
[2026-07-04T14:39:32.086+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190603963319.parquet -> @customers stage
[2026-07-04T14:39:32.494+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190604047318.parquet -> @customers stage
[2026-07-04T14:39:32.903+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190604147440.parquet -> @customers stage
[2026-07-04T14:39:33.321+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190604238914.parquet -> @customers stage
[2026-07-04T14:39:33.730+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190604336354.parquet -> @customers stage
[2026-07-04T14:39:34.134+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190604431344.parquet -> @customers stage
[2026-07-04T14:39:34.549+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190604532238.parquet -> @customers stage
[2026-07-04T14:39:34.959+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190604640638.parquet -> @customers stage
[2026-07-04T14:39:35.366+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190604745426.parquet -> @customers stage
[2026-07-04T14:39:35.776+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190604853795.parquet -> @customers stage
[2026-07-04T14:39:36.182+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190604949876.parquet -> @customers stage
[2026-07-04T14:39:36.588+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190605047664.parquet -> @customers stage
[2026-07-04T14:39:37.000+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190605151340.parquet -> @customers stage
[2026-07-04T14:39:37.408+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190605242379.parquet -> @customers stage
[2026-07-04T14:39:37.819+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190605328123.parquet -> @customers stage
[2026-07-04T14:39:38.228+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190605429788.parquet -> @customers stage
[2026-07-04T14:39:38.704+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190605514488.parquet -> @customers stage
[2026-07-04T14:39:39.250+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190605675520.parquet -> @customers stage
[2026-07-04T14:39:39.667+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190605766443.parquet -> @customers stage
[2026-07-04T14:39:40.273+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190605861566.parquet -> @customers stage
[2026-07-04T14:39:40.635+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190605946062.parquet -> @customers stage
[2026-07-04T14:39:40.991+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190606011561.parquet -> @customers stage
[2026-07-04T14:39:41.886+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190606111886.parquet -> @customers stage
[2026-07-04T14:39:42.321+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190606214230.parquet -> @customers stage
[2026-07-04T14:39:42.732+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190606301360.parquet -> @customers stage
[2026-07-04T14:39:43.143+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190606396157.parquet -> @customers stage
[2026-07-04T14:39:43.552+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190606472720.parquet -> @customers stage
[2026-07-04T14:39:43.961+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190606558971.parquet -> @customers stage
[2026-07-04T14:39:44.370+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190606651803.parquet -> @customers stage
[2026-07-04T14:39:44.766+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190606758259.parquet -> @customers stage
[2026-07-04T14:39:45.132+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190606905015.parquet -> @customers stage
[2026-07-04T14:39:45.606+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190606999522.parquet -> @customers stage
[2026-07-04T14:39:45.952+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190607098445.parquet -> @customers stage
[2026-07-04T14:39:46.421+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190607219767.parquet -> @customers stage
[2026-07-04T14:39:46.831+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190607332437.parquet -> @customers stage
[2026-07-04T14:39:47.237+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190607429683.parquet -> @customers stage
[2026-07-04T14:39:47.824+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190607544099.parquet -> @customers stage
[2026-07-04T14:39:48.466+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190607679582.parquet -> @customers stage
[2026-07-04T14:39:49.084+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190607821362.parquet -> @customers stage
[2026-07-04T14:39:49.696+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190608018780.parquet -> @customers stage
[2026-07-04T14:39:50.413+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190608136287.parquet -> @customers stage
[2026-07-04T14:39:50.977+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190608245277.parquet -> @customers stage
[2026-07-04T14:39:51.541+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190608355024.parquet -> @customers stage
[2026-07-04T14:39:52.153+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190608472379.parquet -> @customers stage
[2026-07-04T14:39:52.767+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190608572915.parquet -> @customers stage
[2026-07-04T14:39:53.383+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190608659517.parquet -> @customers stage
[2026-07-04T14:39:54.000+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190608756216.parquet -> @customers stage
[2026-07-04T14:39:54.616+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190608849431.parquet -> @customers stage
[2026-07-04T14:39:55.162+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/customers_190608959528.parquet -> @customers stage
[2026-07-04T14:40:00.454+0000] {logging_mixin.py:188} INFO - Data loaded into customers
[2026-07-04T14:40:01.164+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190145692574.parquet -> @employee stage
[2026-07-04T14:40:01.778+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190145762981.parquet -> @employee stage
[2026-07-04T14:40:02.393+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190145868452.parquet -> @employee stage
[2026-07-04T14:40:03.010+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190145954881.parquet -> @employee stage
[2026-07-04T14:40:03.622+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190146033939.parquet -> @employee stage
[2026-07-04T14:40:04.237+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190146130942.parquet -> @employee stage
[2026-07-04T14:40:04.851+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190146207834.parquet -> @employee stage
[2026-07-04T14:40:05.363+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190146278037.parquet -> @employee stage
[2026-07-04T14:40:05.978+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190146337126.parquet -> @employee stage
[2026-07-04T14:40:06.592+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190146392857.parquet -> @employee stage
[2026-07-04T14:40:07.205+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190146447575.parquet -> @employee stage
[2026-07-04T14:40:07.822+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190146501204.parquet -> @employee stage
[2026-07-04T14:40:08.378+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190146558390.parquet -> @employee stage
[2026-07-04T14:40:08.946+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190146614441.parquet -> @employee stage
[2026-07-04T14:40:09.456+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190146681848.parquet -> @employee stage
[2026-07-04T14:40:10.071+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190146738669.parquet -> @employee stage
[2026-07-04T14:40:10.686+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190146798734.parquet -> @employee stage
[2026-07-04T14:40:11.248+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190146875427.parquet -> @employee stage
[2026-07-04T14:40:11.735+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190146939955.parquet -> @employee stage
[2026-07-04T14:40:12.396+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190147025286.parquet -> @employee stage
[2026-07-04T14:40:13.042+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190147111665.parquet -> @employee stage
[2026-07-04T14:40:13.656+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190147203777.parquet -> @employee stage
[2026-07-04T14:40:14.216+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190147290890.parquet -> @employee stage
[2026-07-04T14:40:14.782+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190147370952.parquet -> @employee stage
[2026-07-04T14:40:15.397+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190147437638.parquet -> @employee stage
[2026-07-04T14:40:16.011+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190147511911.parquet -> @employee stage
[2026-07-04T14:40:16.501+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190147591427.parquet -> @employee stage
[2026-07-04T14:40:17.089+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190147656130.parquet -> @employee stage
[2026-07-04T14:40:17.758+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190147713350.parquet -> @employee stage
[2026-07-04T14:40:18.367+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190147766996.parquet -> @employee stage
[2026-07-04T14:40:18.988+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190147840850.parquet -> @employee stage
[2026-07-04T14:40:20.014+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190147915555.parquet -> @employee stage
[2026-07-04T14:40:20.524+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190148105868.parquet -> @employee stage
[2026-07-04T14:40:21.398+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190148259066.parquet -> @employee stage
[2026-07-04T14:40:21.945+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190148333210.parquet -> @employee stage
[2026-07-04T14:40:22.468+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190148396941.parquet -> @employee stage
[2026-07-04T14:40:23.078+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190148458740.parquet -> @employee stage
[2026-07-04T14:40:23.693+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190148519465.parquet -> @employee stage
[2026-07-04T14:40:24.309+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190148585562.parquet -> @employee stage
[2026-07-04T14:40:24.924+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190148667358.parquet -> @employee stage
[2026-07-04T14:40:25.541+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190148754428.parquet -> @employee stage
[2026-07-04T14:40:26.150+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190148876974.parquet -> @employee stage
[2026-07-04T14:40:26.768+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190148978072.parquet -> @employee stage
[2026-07-04T14:40:27.482+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190149060218.parquet -> @employee stage
[2026-07-04T14:40:28.096+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190149121306.parquet -> @employee stage
[2026-07-04T14:40:28.710+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190149185569.parquet -> @employee stage
[2026-07-04T14:40:29.331+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190149242077.parquet -> @employee stage
[2026-07-04T14:40:29.942+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190149320301.parquet -> @employee stage
[2026-07-04T14:40:30.556+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190149407418.parquet -> @employee stage
[2026-07-04T14:40:31.124+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190149471699.parquet -> @employee stage
[2026-07-04T14:40:31.886+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190149546505.parquet -> @employee stage
[2026-07-04T14:40:32.500+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190149666505.parquet -> @employee stage
[2026-07-04T14:40:33.120+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190149760192.parquet -> @employee stage
[2026-07-04T14:40:33.730+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190149842904.parquet -> @employee stage
[2026-07-04T14:40:34.349+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190149918085.parquet -> @employee stage
[2026-07-04T14:40:35.065+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190150048036.parquet -> @employee stage
[2026-07-04T14:40:35.674+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190150192520.parquet -> @employee stage
[2026-07-04T14:40:36.245+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190150273176.parquet -> @employee stage
[2026-07-04T14:40:36.903+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190150335796.parquet -> @employee stage
[2026-07-04T14:40:37.516+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190150397686.parquet -> @employee stage
[2026-07-04T14:40:38.079+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190150494772.parquet -> @employee stage
[2026-07-04T14:40:38.748+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190150583129.parquet -> @employee stage
[2026-07-04T14:40:39.255+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190150638016.parquet -> @employee stage
[2026-07-04T14:40:39.871+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190150693773.parquet -> @employee stage
[2026-07-04T14:40:40.484+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190150751563.parquet -> @employee stage
[2026-07-04T14:40:41.004+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190150806688.parquet -> @employee stage
[2026-07-04T14:40:41.616+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190150875873.parquet -> @employee stage
[2026-07-04T14:40:42.225+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190150938217.parquet -> @employee stage
[2026-07-04T14:40:42.800+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190151004819.parquet -> @employee stage
[2026-07-04T14:40:43.408+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190151068399.parquet -> @employee stage
[2026-07-04T14:40:44.075+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/employee_190151176055.parquet -> @employee stage
